100617,3118706236552357542,0,2014-10-21 04:00:00,1005,0,85f751fd,c4e18dd6,50e219e0,a97b17d0,aefc06bd,0f2161f8,a99f214a,c994c01f,0d8ce284,1,0,1272,320,50,196,3,303,100075,15
100633,3127693243810327571,0,2014-10-21 04:00:00,1005,0,b6b3c39d,2e7478b3,3e814130,ecad2386,7801e8d9,07d7df22,a99f214a,a96c9763,597ff2d3,1,2,8330,320,50,761,3,175,100077,23
100642,3131081089661404319,0,2014-10-21 04:00:00,1005,1,856e6d3f,58a89a43,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,53d5a1f5,6e1e2240,1,0,19950,320,50,1800,3,167,100075,23
100644,3131651087398329241,0,2014-10-21 04:00:00,1005,0,9a977531,a434fa42,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,f8d9afc2,8a4875bd,1,0,20008,320,50,2283,0,163,100076,95
100682,3156836493642187076,0,2014-10-21 04:00:00,1005,0,3dbbce24,da116696,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,b225d61f,8da868a0,1,0,19772,320,50,2227,0,687,-1,48
100722,317588848659115988,0,2014-10-21 04:00:00,1002,0,97b6e615,c4e18dd6,50e219e0,ecad2386,7801e8d9,07d7df22,e91b5cd3,1edcf89b,05e3afbf,0,0,21665,320,50,2493,3,35,-1,117
100727,3177185710702746159,0,2014-10-21 04:00:00,1005,0,85f751fd,c4e18dd6,50e219e0,febd1138,82e27996,0f2161f8,a99f214a,e395ad33,aad45b01,1,0,21611,320,50,2480,3,299,100111,61
100745,3186987597953942234,0,2014-10-21 04:00:00,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,ee3e56a2,3bd9e8e7,1,0,15701,320,50,1722,0,35,100084,79
100751,3188082758303630876,0,2014-10-21 04:00:00,1005,0,1a5c1d83,5dddf09e,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,6c486465,c9e27f06,1,0,20355,216,36,2333,0,39,-1,157
100755,3190013646767968746,0,2014-10-21 04:00:00,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,40b95340,3bd9e8e7,1,0,15706,320,50,1722,0,35,100084,79
100762,3193457124603178225,0,2014-10-21 04:00:00,1005,0,85f751fd,c4e18dd6,50e219e0,9fd6a20f,d9b5648e,0f2161f8,a99f214a,63205778,f51246a7,1,0,20751,320,50,1895,0,681,100028,101
100765,319489145709984170,0,2014-10-21 04:00:00,1002,0,9b9d7610,8f4509b2,50e219e0,ecad2386,7801e8d9,07d7df22,98a7ed01,68b5c0bb,6fbf9f9f,0,0,21311,320,50,2449,0,163,100241,91
100826,3222321456602079161,0,2014-10-21 04:00:00,1005,0,d9750ee7,98572c79,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,3f8d4830,a8d2c4cf,1,0,18091,320,50,2060,3,39,100106,23
10086,4649505084467123782,0,2014-10-21,1005,0,543a539e,c7ca3108,3e814130,ecad2386,7801e8d9,07d7df22,a99f214a,08e30db5,84ebbcd4,1,0,18993,320,50,2161,0,35,-1,157
100866,3244225139920011342,0,2014-10-21 04:00:00,1005,0,ee8b8550,f415c8a8,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,bfb62599,1f0bc64f,1,0,19251,320,50,2201,3,35,100131,43
100867,3244269673754675828,1,2014-10-21 04:00:00,1005,0,d9750ee7,98572c79,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,4ea2f43f,76dc4769,1,0,15708,320,50,1722,0,35,100084,79
100872,3246383922012382467,0,2014-10-21 04:00:00,1005,0,5bcf81a2,9d54950b,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,4c9f1194,2d6d7ae9,1,2,21665,320,50,2493,3,35,-1,117
100877,3247923071625171994,0,2014-10-21 04:00:00,1005,1,e023ba3e,75f9ddc3,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,9a2006ca,c6263d8a,1,0,17914,320,50,2043,2,39,-1,32
100900,326058768160584650,0,2014-10-21 04:00:00,1005,0,85f751fd,c4e18dd6,50e219e0,e2a1ca37,2347f47a,8ded1f7a,210eb88c,fcaca584,9955990f,1,0,6563,320,50,572,2,39,-1,32
100955,3284824292198386307,1,2014-10-21 04:00:00,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,eb141943,575d0d2a,1,0,15707,320,50,1722,0,35,-1,79
100956,3285037596086788055,1,2014-10-21 04:00:00,1005,1,e151e245,7e091613,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,acbc2374,945dd5c4,1,0,19998,216,36,2281,3,47,100182,42
101006,3308094916207764651,0,2014-10-21 04:00:00,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,98ebed10,711ee120,1,0,15699,320,50,1722,0,35,-1,79
101014,3311165799295745817,0,2014-10-21 04:00:00,1002,0,0e3aeeeb,de5b805a,50e219e0,ecad2386,7801e8d9,07d7df22,5b70973e,e8878c88,072c9f1e,0,0,16920,320,50,1899,0,431,100075,117
101019,331542086261634131,0,2014-10-21 04:00:00,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,ddd2926e,9dcb1cd1,1,0,15702,320,50,1722,0,35,-1,79
101051,33319426543430120,1,2014-10-21 04:00:00,1005,1,856e6d3f,58a89a43,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,78be5b5e,be6db1d7,1,0,16208,320,50,1800,3,167,-1,23
101057,3333382627297261543,1,2014-10-21 04:00:00,1005,0,85f751fd,c4e18dd6,50e219e0,a079ef6b,2347f47a,75d80bbe,a99f214a,3f0b9a14,35eeb035,1,0,18993,320,50,2161,0,35,-1,157
101058,3333508582762315552,0,2014-10-21 04:00:00,1005,1,0a742914,510bd839,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,ff5135b3,76dc4769,1,0,8330,320,50,761,3,175,100075,23
101075,3346139458777717952,0,2014-10-21 04:00:00,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,75bb1b58,a8d2c4cf,1,0,15704,320,50,1722,0,35,-1,79
101113,3369729030498161771,1,2014-10-21 04:00:00,1005,0,e9ca7d40,98572c79,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,cd00a663,711ee120,1,0,17653,300,250,1994,2,39,100084,33
101131,3376810030732270317,0,2014-10-21 04:00:00,1005,1,e151e245,7e091613,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,612a29ab,711ee120,1,0,20003,320,50,2282,3,35,-1,117
101164,3395801360188031009,0,2014-10-21 04:00:00,1005,1,57fe1b20,5b626596,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,54a34450,779d90c2,1,0,6616,320,50,576,2,35,-1,32
101231,3425266763360912919,0,2014-10-21 04:00:00,1005,0,85f751fd,c4e18dd6,50e219e0,febd1138,82e27996,0f2161f8,a99f214a,9e0d4f2d,2ea4f8ba,1,0,20508,320,50,2351,3,163,-1,61
10124,4696671383913232712,0,2014-10-21,1005,1,e59ef3fc,0a4015b2,335d28a8,ecad2386,7801e8d9,07d7df22,a99f214a,9f3363ca,fce66524,1,0,18993,320,50,2161,0,35,100130,157
101252,3432862837907989864,0,2014-10-21 04:00:00,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,53e57477,0eb711ec,1,0,15699,320,50,1722,0,35,100083,79
101255,3433596189774957612,0,2014-10-21 04:00:00,1005,0,85f751fd,c4e18dd6,50e219e0,e2fcccd2,5c5a694b,0f2161f8,a99f214a,6fa3c7da,14c1eb39,1,0,6616,320,50,576,2,35,-1,32
101263,3439446791241519728,0,2014-10-21 04:00:00,1005,0,5bcf81a2,9d54950b,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,45c9bfc2,8f1db0bc,1,2,21665,320,50,2493,3,35,-1,117
101272,344368676660800961,0,2014-10-21 04:00:00,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,6ca4835e,c6263d8a,1,0,15708,320,50,1722,0,35,-1,79
101288,3453062214950571999,0,2014-10-21 04:00:00,1005,1,34040f5c,c5206c87,3e814130,ecad2386,7801e8d9,07d7df22,a99f214a,539e0c18,8b1aa260,1,0,20596,320,50,2161,0,35,-1,157
101317,3470250307673220918,0,2014-10-21 04:00:00,1005,1,791b5571,fd13bc73,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,098c8ac3,8a4875bd,1,0,16208,320,50,1800,3,167,100079,23
101321,3471778481364760436,0,2014-10-21 04:00:00,1005,1,0c2fe9d6,27e3c518,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,1e885142,1f0bc64f,1,0,20970,320,50,2372,0,813,-1,46
101397,3499796908032691101,0,2014-10-21 04:00:00,1005,0,85f751fd,c4e18dd6,50e219e0,f0d41ff1,2347f47a,0f2161f8,a99f214a,7bfa5e4f,0daff087,1,2,21665,320,50,2493,3,35,-1,117
101406,3504029154867995086,0,2014-10-21 04:00:00,1005,0,bb4524e7,d733bbc3,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,a5b4bc95,31f63ca2,1,0,19251,320,50,2201,3,35,-1,43
101420,3510196040649362944,0,2014-10-21 04:00:00,1005,0,89a490f5,ce307e01,3e814130,ecad2386,7801e8d9,07d7df22,a99f214a,39b1dfcb,8f5c9827,1,0,20003,320,50,2282,3,35,100074,117
101480,3540075320604275816,0,2014-10-21 04:00:00,1005,1,f1002718,427daef9,72722551,ecad2386,7801e8d9,07d7df22,a99f214a,d1053a1d,8b1aa260,1,0,18993,320,50,2161,0,35,-1,157
101507,3554690207057764663,0,2014-10-21 04:00:00,1002,0,84c7ba46,c4e18dd6,50e219e0,ecad2386,7801e8d9,07d7df22,f9d20dd8,6198b8c0,cf19f7f7,0,0,21300,320,50,2446,3,171,100228,156
101536,3570135542383868968,0,2014-10-21 04:00:00,1005,1,e151e245,7e091613,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,7f4b9a4b,ad328c4d,1,0,4687,320,50,423,2,39,100148,32
101547,357433116187417825,0,2014-10-21 04:00:00,1005,1,5b4d2eda,16a36ef3,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,5402150e,d787e91b,1,0,16208,320,50,1800,3,167,-1,23
101550,3574825120269932759,0,2014-10-21 04:00:00,1005,1,e151e245,7e091613,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,fc8e6e50,260bcecc,1,0,17747,320,50,1974,2,39,-1,33
101599,3602818305047059235,0,2014-10-21 04:00:00,1005,0,85f751fd,c4e18dd6,50e219e0,5d74d2a4,2347f47a,f95efa07,a99f214a,e9d5636f,cdfde03b,1,0,20003,320,50,2282,3,35,-1,117
101652,3631354383499582577,0,2014-10-21 04:00:00,1005,1,c8862f47,ddea3334,0569f928,ecad2386,7801e8d9,07d7df22,a99f214a,a6412ac1,6332421a,1,0,18993,320,50,2161,0,35,-1,157
101655,3635213289450063375,0,2014-10-21 04:00:00,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,97bdde95,f07e20f8,1,2,15707,320,50,1722,0,35,100083,79
101675,3646909102269990589,0,2014-10-21 04:00:00,1005,0,85f751fd,c4e18dd6,50e219e0,03528b27,2347f47a,8ded1f7a,14dc5324,e604c4db,fce66524,1,0,21647,320,50,2487,1,547,-1,51
101682,364979059751094956,0,2014-10-21 04:00:00,1005,0,85f751fd,c4e18dd6,50e219e0,396df801,2347f47a,0f2161f8,a99f214a,b4a99647,620311f4,1,0,19251,320,50,2201,3,35,-1,43
101704,3661741439002412392,0,2014-10-21 04:00:00,1005,0,85f751fd,c4e18dd6,50e219e0,e96773f0,2347f47a,0f2161f8,a99f214a,f089fc16,5096d134,1,0,21665,320,50,2493,3,35,-1,117
101715,3665783921900570993,1,2014-10-21 04:00:00,1005,0,54e6fb06,91dd76e0,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,b0ce0a82,3bd9e8e7,1,0,6393,320,50,547,3,47,100084,23
101727,3671276843323575332,0,2014-10-21 04:00:00,1010,1,85f751fd,c4e18dd6,50e219e0,53c7c648,7801e8d9,0f2161f8,47c44524,134e080b,f07e20f8,4,2,21664,320,50,2492,3,35,-1,43
101731,3675073637627022973,1,2014-10-21 04:00:00,1005,0,85f751fd,c4e18dd6,50e219e0,5d74d2a4,2347f47a,f95efa07,a99f214a,e9d5636f,1f0bc64f,1,0,20003,320,50,2282,3,35,-1,117
101753,3688100282760250039,0,2014-10-21 04:00:00,1005,0,85f751fd,c4e18dd6,50e219e0,e96773f0,2347f47a,0f2161f8,a99f214a,4bc62f09,2319f641,1,2,21667,320,50,2494,3,35,-1,112
101761,3691775215430984029,0,2014-10-21 04:00:00,1005,1,d9750ee7,98572c79,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,e35ad67e,3bd9e8e7,1,0,17753,320,50,1993,2,1063,100083,33
101764,369218119103377871,0,2014-10-21 04:00:00,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,0eb5c227,5096d134,1,0,15699,320,50,1722,0,35,-1,79
101824,3727741776100107205,0,2014-10-21 04:00:00,1005,0,85f751fd,c4e18dd6,50e219e0,9c13b419,2347f47a,f95efa07,a99f214a,20c3d4e9,6715887e,1,0,19251,320,50,2201,3,35,-1,43
10199,4792126161720467827,0,2014-10-21,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,e5eec858,3bc980aa,1,0,15707,320,50,1722,0,35,100084,79
101993,3803117364424025213,0,2014-10-21 04:00:00,1008,5,85f751fd,c4e18dd6,50e219e0,3366d26c,7801e8d9,07d7df22,1b3647ce,4204bfe7,cf19f7f7,1,0,21611,320,50,2480,3,299,100111,61
102046,3831009903577429411,1,2014-10-21 04:00:00,1005,0,85f751fd,c4e18dd6,50e219e0,54c5d545,2347f47a,0f2161f8,a99f214a,a6818cdc,5d7f83d0,1,0,6563,320,50,572,2,39,-1,32
102085,3852967482379524369,0,2014-10-21 04:00:00,1005,1,5114c672,3f2f3819,3e814130,ecad2386,7801e8d9,07d7df22,a99f214a,908b35f9,0eb711ec,1,0,16208,320,50,1800,3,167,100075,23
102136,387936584990377739,0,2014-10-21 04:00:00,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,9b1fe278,22800eff,1,0,15702,320,50,1722,0,35,-1,79
10214,4804441222451078275,0,2014-10-21,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,8444185f,711ee120,1,0,15707,320,50,1722,0,35,-1,79
102206,3915864091861205284,0,2014-10-21 04:00:00,1005,0,85f751fd,c4e18dd6,50e219e0,e2a1ca37,2347f47a,8ded1f7a,f3befe86,673d3833,a9fb0439,1,0,21665,320,50,2493,3,35,100065,117
102217,3920977143265367354,1,2014-10-21 04:00:00,1005,0,85f751fd,c4e18dd6,50e219e0,03528b27,2347f47a,8ded1f7a,a99f214a,f6bea398,1f0bc64f,1,0,6616,320,50,576,2,35,100130,32
102261,3942283019927317519,0,2014-10-21 04:00:00,1005,0,bb4524e7,d733bbc3,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,eba4019d,a5bce124,1,0,19251,320,50,2201,3,35,100013,43
102344,3980325505237014909,0,2014-10-21 04:00:00,1012,0,c21df24f,c4e18dd6,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,770981ea,8587457d,1,0,21612,320,50,2481,3,297,100111,61
102348,3983196667364662645,0,2014-10-21 04:00:00,1005,0,235ba823,f6ebf28e,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,cd51c94d,684581ce,1,0,20003,320,50,2282,3,35,100076,117
102395,4006967095104200080,1,2014-10-21 04:00:00,1005,0,5b08c53b,7687a86e,3e814130,ecad2386,7801e8d9,07d7df22,a99f214a,182327c7,d8337869,1,0,21277,300,250,2443,2,39,-1,23
102407,4010571987816078764,0,2014-10-21 04:00:00,1005,0,85f751fd,c4e18dd6,50e219e0,3c4b944d,2347f47a,0f2161f8,321eb879,342d2351,526fa832,1,0,21665,320,50,2493,3,35,-1,117
102443,4028852241365340011,0,2014-10-21 04:00:00,1005,0,e149eb68,91cdcccd,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,1ef946f1,89416188,1,0,19251,320,50,2201,3,35,-1,43
10248,4837904559110749243,0,2014-10-21,1005,1,e59ef3fc,0a4015b2,335d28a8,ecad2386,7801e8d9,07d7df22,a99f214a,4d0668d1,8fa02a24,1,0,19771,320,50,2227,0,687,100081,48
102496,4050785687649303334,0,2014-10-21 04:00:00,1005,1,5ee41ff2,17d996e6,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,5cee9741,051263ee,1,0,16920,320,50,1899,0,431,100077,117
10253,4841057354327115712,0,2014-10-21,1005,1,d9750ee7,98572c79,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,26724b94,ecb851b2,1,0,17753,320,50,1993,2,1063,-1,33
102575,4093725751546912966,0,2014-10-21 04:00:00,1005,0,85f751fd,c4e18dd6,50e219e0,e2a1ca37,2347f47a,8ded1f7a,0cd4a3a9,a6b56ce0,bc8913e3,1,0,21647,320,50,2487,1,547,-1,51
102593,4103224102515731287,0,2014-10-21 04:00:00,1005,1,419a32e2,6390786d,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,b2ae5230,a0f5f879,1,0,19251,320,50,2201,3,35,-1,43
102643,4130969156575647480,0,2014-10-21 04:00:00,1005,1,419a32e2,6390786d,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,77296a18,8a4875bd,1,0,19251,320,50,2201,3,35,100068,43
102755,4191145060697014609,0,2014-10-21 04:00:00,1005,1,f9e1a388,a3024024,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,e37b0130,e9b8d8d7,1,0,16615,320,50,1863,3,39,-1,23
102766,4195810410579018883,0,2014-10-21 04:00:00,1012,0,85f751fd,c4e18dd6,50e219e0,3692fd30,7801e8d9,07d7df22,7269686f,b20d66d6,2692a96a,1,2,21611,320,50,2480,3,299,100111,61
102802,421061511165666706,1,2014-10-21 04:00:00,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,4e2dd6fb,1aa0e912,1,0,15708,320,50,1722,0,35,-1,79
10285,4873831394432340579,1,2014-10-21,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,b3b21ba2,a0f5f879,1,0,15708,320,50,1722,0,35,100084,79
10289,4881734648818740350,0,2014-10-21,1005,0,85f751fd,c4e18dd6,50e219e0,98fed791,d9b5648e,0f2161f8,a99f214a,f2a3091e,0135c685,1,0,20980,320,50,2371,0,551,100217,46
102960,4296984928301304073,0,2014-10-21 04:00:00,1005,0,9b124c1e,db7a8013,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,705f1cf5,1f0bc64f,1,0,21665,320,50,2493,3,35,-1,117
102978,4308505690146018218,0,2014-10-21 04:00:00,1005,0,85f751fd,c4e18dd6,50e219e0,53de0284,d9b5648e,0f2161f8,a99f214a,859a1f0a,9b5ce758,1,0,21611,320,50,2480,3,299,100111,61
103054,4345742080875741941,0,2014-10-21 04:00:00,1005,0,85f751fd,c4e18dd6,50e219e0,febd1138,82e27996,0f2161f8,a99f214a,ed308382,99e427c9,1,0,19743,320,50,2264,3,427,100000,61
103069,4353457638464947840,0,2014-10-21 04:00:00,1005,1,178a7b89,b4598159,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,80259fc1,aa3d4e52,1,0,17894,320,50,2039,2,39,100081,32
103134,4397120820823380408,0,2014-10-21 04:00:00,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,f2b8caa4,c6263d8a,1,0,15699,320,50,1722,0,35,-1,79
103166,4412868255451904291,0,2014-10-21 04:00:00,1005,0,85f751fd,c4e18dd6,50e219e0,322630ea,9ec164d3,0f2161f8,27726f22,73ffd70d,79aa6016,1,0,20003,320,50,2282,3,35,-1,117
1032,1113974830242634908,0,2014-10-21,1005,0,ee8b8550,f415c8a8,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,fdd9cb9b,3db9fde9,1,0,21612,320,50,2481,3,297,100111,61
103201,4428884305941817018,0,2014-10-21 04:00:00,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,76ed71b3,6c247d18,1,2,15704,320,50,1722,0,35,-1,79
103212,443604639974762748,0,2014-10-21 04:00:00,1002,0,2f759012,00abf1a6,50e219e0,ecad2386,7801e8d9,07d7df22,f231f53c,e20f2e41,911a3c09,0,0,5299,320,50,479,3,39,100079,23
103220,4440160621599984022,0,2014-10-21 04:00:00,1005,1,2d7bacb1,945bfb4b,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,2ec59e68,421872ab,1,0,20003,320,50,2282,3,35,-1,117
103291,4473085993863454458,0,2014-10-21 04:00:00,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,a93c05e1,779d90c2,1,0,15703,320,50,1722,0,35,100083,79
103333,4497102376174278097,0,2014-10-21 04:00:00,1005,1,e151e245,7e091613,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,d534552c,5096d134,1,0,17264,320,50,1872,3,39,-1,23
103353,4509288299304730492,0,2014-10-21 04:00:00,1005,0,85f751fd,c4e18dd6,50e219e0,cc278f17,d9b5648e,0f2161f8,a99f214a,3c5b0966,f4fffcd0,1,0,18648,320,50,1092,3,1835,100156,61
103357,4511309594700201573,0,2014-10-21 04:00:00,1005,0,e6afe03a,4973dc87,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,9dac5e63,73605097,1,0,20007,320,50,2283,0,163,-1,95
103380,4520118712788102061,0,2014-10-21 04:00:00,1005,1,92fa1eaf,060c1a43,3e814130,ecad2386,7801e8d9,07d7df22,a99f214a,47142aa0,8b1aa260,1,0,18993,320,50,2161,0,35,-1,157
103388,4522642419447010193,0,2014-10-21 04:00:00,1005,0,85f751fd,c4e18dd6,50e219e0,e2fcccd2,5c5a694b,0f2161f8,714b76f2,d6ed2b83,52b2131b,1,0,21647,320,50,2487,1,547,-1,51
103451,4556635426821313557,0,2014-10-21 04:00:00,1005,1,856e6d3f,58a89a43,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,dcb5c3e4,7abbbd5c,1,0,16208,320,50,1800,3,167,100077,23
103458,4559343305303738125,0,2014-10-21 04:00:00,1005,0,85f751fd,c4e18dd6,50e219e0,a5184c22,b8d325c3,0f2161f8,a99f214a,1060e497,0dedddc5,1,2,21665,320,50,2493,3,35,-1,117
103463,4560929617125578415,0,2014-10-21 04:00:00,1005,0,e3c09f3a,d262cf1e,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,25105a17,aa35da31,1,0,17163,320,50,1955,3,163,100193,71
